,patch,year,numberofstrains,numberofstrainsnextyear,newstrainsnextyear,pathogenconnectivity,hostconnectivity,nsamples,proportionofcoinfected,numberofcoinfections,absoluteabundance,x,y,pl,area,coinfpresence,abundance1,abundance2,abundance3,mildewpresencenextyear,Intercept
1,1,2012,2,2,1,7.37695898019748,45.0872760109283,12,0.25,3,3,19.7566410747996,60.3254998882824,2.99573727354149,2381.477679,1,0,0,1,1,1
2,1,2013,2,0,0,5.57329648972043,42.9407771224989,4,0,0,2,19.7566410747996,60.3254998882824,1.79177613575583,2381.477679,0,0,1,0,0,1
3,1,2014,0,3,3,4.75145881327948,31.8226023191826,0,0,0,0,19.7566410747996,60.3254998882824,1.79177613575583,2381.477679,0,1,0,0,1,1
4,10,2012,7,1,1,3.15457774571853,59.7861934218237,10,0.4,4,2,19.8568943161295,60.2274750946199,2.89037731343629,7292.413186,1,0,1,0,1,1
5,10,2013,1,0,0,4.25375849497916,60.1158934571331,1,0,0,0,19.8568943161295,60.2274750946199,2.70805686774665,7292.413186,0,1,0,0,0,1
6,10,2014,0,0,0,3.73580527911499,35.622203299249,0,0,0,0,19.8568943161295,60.2274750946199,2.30259509294405,7292.413186,0,1,0,0,0,1
7,1000,2012,0,0,NA,4.75814023464752,68.1144209182101,0,0,0,0,20.0874394057987,60.2408431102543,0.693197179309987,2300.884729,0,1,0,0,0,1
8,1000,2013,0,0,NA,3.67641555202128,48.6999993472402,0,0,0,0,20.0874394057987,60.2408431102543,0.405531772552708,2300.884729,0,1,0,0,0,1
9,1000,2014,0,0,NA,4.21509838355029,48.0277721233211,0,0,0,0,20.0874394057987,60.2408431102543,1.6094579122341,2300.884729,0,1,0,0,0,1
10,1001,2012,0,0,NA,9.29293524049148,125.80202729144,0,0,0,0,20.1670938640753,60.2230927833309,5.52146131786217,3563.273517,0,1,0,0,0,1
11,1001,2013,0,0,NA,9.15632729823597,118.293272419777,0,0,0,0,20.1670938640753,60.2230927833309,3.55535091862819,3563.273517,0,1,0,0,0,1
12,1001,2014,0,0,NA,10.8274636548282,56.1702961026728,0,0,0,0,20.1670938640753,60.2230927833309,1.0986456214459,3563.273517,0,1,0,0,0,1
13,1002,2012,4,0,0,6.33920475482296,83.4038472284379,6,0.166666666666667,1,2,20.1527944520728,60.2241075422296,5.52146131786217,2037.252807,1,0,1,0,0,1
14,1002,2013,0,0,0,6.4493085464374,76.6584922262095,0,0,0,0,20.1527944520728,60.2241075422296,3.2188798248602,2037.252807,0,1,0,0,0,1
15,1002,2014,0,0,0,7.84342340533726,40.5462670538242,0,0,0,0,20.1527944520728,60.2241075422296,0.693197179309987,2037.252807,0,1,0,0,0,1
16,1003,2012,1,1,0,5.734509078937,77.6896719285937,6,0,0,2,20.1504628316681,60.2252922614992,5.52146131786217,6579.96829,0,0,1,0,1,1
17,1003,2013,1,3,2,5.84557481249416,72.0191749228078,5,0,0,3,20.1504628316681,60.2252922614992,2.99573727354149,6579.96829,0,0,0,1,1,1
18,1003,2014,3,3,3,7.17079062491688,38.6591542058003,9,0.444444444444444,4,3,20.1504628316681,60.2252922614992,1.6094579122341,6579.96829,1,0,0,1,1,1
19,1004,2012,0,0,NA,5.40479046963535,74.9810513068085,0,0,0,0,20.1493350063321,60.2262503387552,3.68888195411081,53403.06792,0,1,0,0,0,1
20,1004,2013,0,0,NA,5.51560853608447,69.7711704571738,0,0,0,0,20.1493350063321,60.2262503387552,3.91202500542615,53403.06792,0,1,0,0,0,1
21,1004,2014,0,0,NA,6.7497620420081,37.7741452960947,0,0,0,0,20.1493350063321,60.2262503387552,6.68461185266792,53403.06792,0,1,0,0,0,1
22,1005,2012,0,0,NA,4.97182578948007,70.7522138008102,0,0,0,0,20.147631773084,60.2274875321801,NA,7381.928983,0,1,0,0,0,1
23,1005,2013,0,0,NA,5.08409374584911,66.3611297137846,0,0,0,0,20.147631773084,60.2274875321801,-0.692947200557279,7381.928983,0,1,0,0,0,1
24,1005,2014,0,0,NA,6.15887762835845,36.5036721671969,0,0,0,0,20.147631773084,60.2274875321801,-0.692947200557279,7381.928983,0,1,0,0,0,1
25,1006,2012,0,0,NA,6.46297071825752,82.8107614425405,0,0,0,0,20.153433809027,60.2218843668381,3.91202500542615,2645.66535,0,1,0,0,0,1
26,1006,2013,0,0,NA,6.55731771874236,76.1649158003777,0,0,0,0,20.153433809027,60.2218843668381,3.40120071498993,2645.66535,0,1,0,0,0,1
27,1006,2014,0,0,NA,7.93554274414345,39.9979405892434,0,0,0,0,20.153433809027,60.2218843668381,1.0986456214459,2645.66535,0,1,0,0,0,1
28,1007,2012,0,0,NA,7.18159389330741,92.0139040052823,0,0,0,0,20.156244598332,60.2230162783637,2.70805686774665,2578.042139,0,1,0,0,0,1
29,1007,2013,0,0,NA,7.28605133026041,84.2797101702301,0,0,0,0,20.156244598332,60.2230162783637,2.30259509294405,2578.042139,0,1,0,0,0,1
30,1007,2014,0,0,NA,8.74916068434423,43.470740069524,0,0,0,0,20.156244598332,60.2230162783637,0.405531772552708,2578.042139,0,1,0,0,0,1
31,1008,2012,0,0,NA,6.82319118701739,87.6488572872988,0,0,0,0,20.1546754755356,60.2228812346812,1.0986456214459,197.707621,0,1,0,0,0,1
32,1008,2013,0,0,NA,6.92658546194273,80.2784157799393,0,0,0,0,20.1546754755356,60.2228812346812,0.693197179309987,197.707621,0,1,0,0,0,1
33,1008,2014,0,0,NA,8.35407726788572,41.8806167372907,0,0,0,0,20.1546754755356,60.2228812346812,-0.692947200557279,197.707621,0,1,0,0,0,1
34,1009,2012,0,0,NA,2.61287005947301,47.3380597364618,0,0,0,0,20.1130668401069,60.2502020164314,2.99573727354149,2938.969654,0,1,0,0,0,1
35,1009,2013,0,0,NA,2.07264719589925,32.9876572971661,0,0,0,0,20.1130668401069,60.2502020164314,2.99573727354149,2938.969654,0,1,0,0,0,1
36,1009,2014,0,0,NA,2.16305649593124,34.0229820179996,0,0,0,0,20.1130668401069,60.2502020164314,1.6094579122341,2938.969654,0,1,0,0,0,1
37,1011,2012,0,0,NA,3.78582745308461,69.7962799703765,0,0,0,0,20.0886075732218,60.2310114451141,NA,14098.77383,0,1,0,0,0,1
38,1011,2013,0,0,NA,4.94232013705746,54.9204824867685,0,0,0,0,20.0886075732218,60.2310114451141,3.93182759350672,14098.77383,0,1,0,0,0,1
39,1011,2014,0,0,NA,5.21447616794125,47.7481909310233,0,0,0,0,20.0886075732218,60.2310114451141,NA,14098.77383,0,1,0,0,0,1
40,1012,2012,3,3,2,3.64160676269332,69.0734693986143,10,0.1,1,3,20.0874330217043,60.2299323941231,3.91202500542615,57729.28632,1,0,0,1,1,1
41,1012,2013,3,1,0,4.94628924846432,55.0439826169853,5,0.2,1,2,20.0874330217043,60.2299323941231,2.60269709282436,57729.28632,1,0,1,0,1,1
42,1012,2014,1,3,3,5.20530200084463,46.9064608157053,5,0,0,2,20.0874330217043,60.2299323941231,1.79177613575583,57729.28632,0,0,1,0,1,1
43,1013,2012,0,0,0,3.95383618377591,71.6414684341805,0,0,0,0,20.0871725167138,60.2320519463559,1.6094579122341,1486.886155,0,1,0,0,0,1
44,1013,2013,0,1,1,5.03164080474548,55.2539474164459,0,0,0,0,20.0871725167138,60.2320519463559,9.99950003332973E-05,1486.886155,0,1,0,0,1,1
45,1013,2014,1,1,1,5.31422676991351,48.9966270689985,2,0,0,1,20.0871725167138,60.2320519463559,9.99950003332973E-05,1486.886155,0,1,0,0,1,1
46,1014,2012,0,0,NA,2.68632058743759,31.2028186154662,0,0,0,0,20.1477038194591,60.2000082789561,9.99950003332973E-05,511.0932405,0,1,0,0,0,1
47,1014,2013,0,0,NA,3.25200371884376,33.7688393282744,0,0,0,0,20.1477038194591,60.2000082789561,-0.692947200557279,511.0932405,0,1,0,0,0,1
48,1014,2014,0,0,NA,2.91896867279165,19.8953427764836,0,0,0,0,20.1477038194591,60.2000082789561,-0.692947200557279,511.0932405,0,1,0,0,0,1
49,1016,2012,1,2,1,2.79440470786773,27.0103036301116,8,0,0,2,20.1526443701124,60.1942220394402,1.6094579122341,5940.223665,0,0,1,0,1,1
